1670756296833,58,460.5
1670756297055,58.5,460.5
1670756297061,60.5,460.5
1670756297075,61.5,460.5
1670756297091,68,460.5
1670756297108,72.5,460.5
1670756297125,79.5,460.5
1670756297142,86.5,460.5
1670756297159,96,460.5
1670756297175,119,461.5
1670756297192,136.5,462.5
1670756297208,154,463.5
1670756297225,161.5,463.5
1670756297242,168.5,463.5
1670756297258,178.5,464
1670756297275,186.5,464
1670756297291,203,465
1670756297308,215,465
1670756297325,227,465
1670756297342,239.5,465
1670756297358,244.5,465
1670756297375,249,465
1670756297392,256.5,465
1670756297408,262.5,465
1670756297425,273.5,464
1670756297442,287.5,462
1670756297459,310.5,460
1670756297476,323,459
1670756297492,331.5,458
1670756297508,342.5,458
1670756297526,351,457.5
1670756297542,360.5,457.5
1670756297559,377,456.5
1670756297575,389,455.5
1670756297592,404,455.5
1670756297609,411.5,455.5
1670756297626,418,455.5
1670756297642,432,454.5
1670756297659,441.5,454.5
1670756297675,454,454.5
1670756297692,462,454.5
1670756297709,470.5,454.5
1670756297726,481.5,454.5
1670756297742,489.5,454.5
1670756297759,502,454.5
1670756297776,510.5,454.5
1670756297792,517.5,454.5
1670756297809,525.5,454.5
1670756297826,530.5,454.5
1670756297842,539,453
1670756297859,545,453
1670756297876,552,453
1670756297892,564,452
1670756297909,574,452
1670756297926,587.5,451.5
1670756297943,595,450.5
1670756297960,601,449.5
1670756297976,607.5,449.5
1670756297993,612,449.5
1670756298009,620,449
1670756298026,627,449
1670756298043,634,449
1670756298059,644,449
1670756298076,650,449
1670756298093,660,449
1670756298109,666,449
1670756298126,670,449
1670756298143,675.5,449
1670756298160,678,449
1670756298176,684.5,449
1670756298194,690,449
1670756298210,694,450
1670756298226,699,450
1670756298243,700.5,450
1670756298260,702.5,450
1670756298277,703,450
1670756298294,703.5,449
1670756299444,201.5,322
1670756299653,201.5,322.5
1670756299662,201.5,323.5
1670756299679,201.5,325.5
1670756299695,201.5,332
1670756299712,201,336
1670756299729,200,340.5
1670756299746,199.5,347
1670756299762,198.5,351.5
1670756299779,198.5,358.5
1670756299795,198.5,363
1670756299812,198.5,367
1670756299829,198,372.5
1670756299846,198,377
1670756299862,197,382.5
1670756299879,196.5,385
1670756299895,196.5,388.5
1670756299912,196.5,391.5
1670756299929,196.5,393
1670756299945,196.5,395
1670756299963,196.5,397
1670756299979,196.5,398
1670756299996,196.5,400.5
1670756300012,196.5,402
1670756300029,196.5,404.5
1670756300046,196.5,405.5
1670756300063,196.5,407.5
1670756300079,196.5,410
1670756300096,196.5,411.5
1670756300112,196.5,414.5
1670756300129,196.5,417
1670756300146,196.5,419
1670756300162,196.5,422
1670756300179,196.5,425
1670756300196,196.5,429
1670756300213,196.5,431
1670756300230,196.5,433.5
1670756300246,196.5,435
1670756300263,196.5,437
1670756300279,196.5,439.5
1670756300297,196.5,441
1670756300313,196.5,442
1670756300329,196.5,444.5
1670756300346,196.5,446.5
1670756300363,196.5,448
1670756300379,196.5,449.5
1670756300396,196.5,451
1670756300413,196.5,453
1670756300430,196.5,454
1670756300446,196.5,455
1670756300463,196.5,456.5
1670756300481,196.5,457
1670756300496,196.5,457.5
1670756300513,196.5,458
1670756300530,196.5,458.5
1670756300546,196.5,459
1670756300563,196.5,459.5
1670756300580,196.5,460.5
1670756300600,196.5,461
1670756300768,196.5,460
1670756301777,213.5,236
1670756301980,213,236
1670756301986,211.5,236
1670756301999,210.5,236.5
1670756302017,205.5,237.5
1670756302033,201,239.5
1670756302049,193.5,242.5
1670756302066,189,245
1670756302083,185.5,247
1670756302100,182.5,249.5
1670756302116,181,250.5
1670756302133,178.5,253
1670756302150,178,254
1670756302166,177,256
1670756302183,175,257.5
1670756302200,174.5,259.5
1670756302216,173.5,261
1670756302234,173,263
1670756302250,172.5,265
1670756302266,171.5,266.5
1670756302283,171,268.5
1670756302300,170.5,271.5
1670756302317,170,274
1670756302333,170,277.5
1670756302351,170,282
1670756302367,170,285
1670756302383,170,289.5
1670756302400,170,292
1670756302417,170,294.5
1670756302433,170.5,299.5
1670756302450,171.5,302
1670756302467,172.5,306
1670756302483,174,309
1670756302500,175,310.5
1670756302517,176.5,312.5
1670756302534,177,313.5
1670756302550,178,314
1670756302567,179,315.5
1670756302584,180.5,316
1670756302600,183,317.5
1670756302617,184.5,319
1670756302634,185,319.5
1670756302650,187,320
1670756302667,188.5,320.5
1670756302684,190.5,320.5
1670756302701,192,320.5
1670756302717,193.5,320.5
1670756302734,196.5,321.5
1670756302750,198,321.5
1670756302767,200.5,321.5
1670756302784,201.5,321.5
1670756302801,204,322
1670756302817,207.5,322.5
1670756302834,209,322.5
1670756302851,210.5,322.5
1670756302868,212,322.5
1670756302884,214,322.5
1670756302901,215.5,322
1670756302918,218,321.5
1670756302934,221.5,320
1670756302951,223,319.5
1670756302967,225,318.5
1670756302984,226.5,317.5
1670756303001,228.5,316.5
1670756303017,231,314
1670756303034,233,312
1670756303051,234.5,310
1670756303068,237,306
1670756303085,238.5,303
1670756303101,239.5,299
1670756303118,241,296.5
1670756303134,242.5,293.5
1670756303152,244,289.5
1670756303168,244.5,286
1670756303184,245,282.5
1670756303202,245,279.5
1670756303218,245,276.5
1670756303234,245,273
1670756303251,244.5,271
1670756303268,243.5,267.5
1670756303285,243,265
1670756303301,242.5,262
1670756303318,241,257.5
1670756303335,240,254.5
1670756303351,238.5,252
1670756303368,238,250.5
1670756303385,236.5,249
1670756303401,234.5,247
1670756303418,233,245.5
1670756303435,230.5,243.5
1670756303452,229.5,241.5
1670756303469,228.5,241
1670756303485,226.5,239
1670756303502,226,238.5
1670756303518,225,238
1670756303535,223.5,237.5
1670756303552,222.5,237
1670756303568,221,236.5
1670756303585,220.5,236.5
1670756303602,220,235.5
1670756303619,218.5,235.5
1670756303635,218,235.5
1670756303652,217.5,235.5
1670756303669,217,235.5
1670756303685,216.5,235.5
1670756303702,216,235.5
1670756303719,215.5,235.5
1670756303736,214.5,235.5
1670756303752,214,235.5
1670756303769,213.5,235.5
1670756303786,213,235.5
1670756303846,213.5,235.5
1670756305686,707.5,399
1670756305984,707.5,399.5
1670756306028,707.5,403
1670756306044,707.5,403.5
1670756306061,707.5,404
1670756306078,707.5,406
1670756306095,707.5,407
1670756306111,707.5,409.5
1670756306128,707.5,411
1670756306144,707.5,413
1670756306161,707.5,416
1670756306178,707.5,418.5
1670756306195,707.5,421.5
1670756306211,707.5,424
1670756306228,707.5,427.5
1670756306245,707.5,431.5
1670756306262,707.5,433
1670756306278,707.5,436.5
1670756306295,707.5,438
1670756306311,707.5,439.5
